Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Alfonso Pérez;Alfonso Pérez (P479 in AMSPO FSV);AMSPO-P479;Q16;AMSPO-P479;;;;;;;Alfonso (given name);Pérez (family name);D80-Criado;;;;;;;;D80PB1;;;;;;;;;;;;;;D80;;;;;;;;;;;;;;;
Fernán Pérez;Fernán Pérez (P512 in AMSPO FSV);AMSPO-P512;Q16;AMSPO-P512;;;;;;;Fernán (given name);Pérez (family name);;;D106-Borondes|D103-Borondes|D112-Borondes;;D112P362|D106P362;;D106P560|D112P560;;;;D106-Fernán Blanco|D103-Fernán Blanco|D112-Fernán Blanco;;;;;;;;;;;;D106|D112|D103|D118;;;;;;;;;;;;;;;
Diego Suárez;Diego Suárez (P694 in AMSPO FSV);AMSPO-P694;Q16;AMSPO-P694;;;;;;;Diego (given name);Suárez (family name);;;D2-Santiago_de_Arlós;;;;;;;;;;;;;;;;;;;;D2;;;;;;;;;;;;;;;
Gonzalo Fernández;Gonzalo Fernández (P191 in AMSPO FSV);AMSPO-P191;Q16;AMSPO-P191;;;;;;;Gonzalo (given name);Fernández (family name);;;;;;;;;;;;;;;;;;;;;;;D25;;;;;;;;;;;;;;;
María Fernández;María Fernández (P216 in AMSPO FSV);AMSPO-P216;Q16;AMSPO-P216;;;;;;;María (given name);Fernández (family name);;D54P737;;D54P81|D33P81|D62P81|D31P64|D30P64|D30P81;;;;;;;;;;;;;;;;;;;D30|D62|D54|D31|D33;;;;;;;;;;;;;;;
Urraca Sánchez;Urraca Sánchez (P672 in AMSPO FSV);AMSPO-P672;Q16;AMSPO-P672;;;;;;;Urraca (given name);Sánchez (family name);;D10P336;;;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Alfonso Pérez de Bercio;Alfonso Pérez de Bercio (P486 in AMSPO FSV);AMSPO-P486;Q16;AMSPO-P486;;;;;;;Alfonso (given name);Pérez de Bercio (family name);;D35P281;;D43P87|D35P3|D35P30;;;;;;;;;;;;;;;;;;;D43|D122|D35;;;;;;;;;;;;;;;
Nicolás Pérez;Nicolás Pérez (P575 in AMSPO FSV);AMSPO-P575;Q16;AMSPO-P575;;;;;;;Nicolás (given name);Pérez (family name);D55-Carnicero;;;;;;;;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Alfonso García;Alfonso García (P264 in AMSPO FSV);AMSPO-P264;Q16;AMSPO-P264;;;;;;;Alfonso (given name);García (family name);D112-Andador;;;;;;;;;;;;;;;;;;;;;;D112;;;;;;;;;;;;;;;
Álvaro Nieto de la Pobla;Álvaro Nieto de la Pobla (P438 in AMSPO FSV);AMSPO-P438;Q16;AMSPO-P438;;;;;;;Álvaro (given name);Nieto de la Pobla (family name);;;;;;;;;;;;;;;;;;;;;;;D86|D88;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P70 in AMSPO FSV);AMSPO-P70;Q16;AMSPO-P70;;;;;;;Pedro (given name);Alfonso (family name);D43-Zapatero;;;;;;;;;;;;;;;;;;;;;;D43;;;;;;;;;;;;;;;
Juan Fernández;Juan Fernández (P203 in AMSPO FSV);AMSPO-P203;Q16;AMSPO-P203;;;;;;;Juan (given name);Fernández (family name);D72-Criado;;;;;;;;D72P167;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Pedro Rodríguez;Pedro Rodríguez (P656 in AMSPO FSV);AMSPO-P656;Q16;AMSPO-P656;;;;;;;Pedro (given name);Rodríguez (family name);D17-Hombre;;;;;;;;D17P190;;;;;;;;;;;;;;D17;;;;;;;;;;;;;;;
Nicolás Pérez;Nicolás Pérez (P574 in AMSPO FSV);AMSPO-P574;Q16;AMSPO-P574;;;;;;;Nicolás (given name);Pérez (family name);D41-Zapatero;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Martín Fernández;Martín Fernández (P220 in AMSPO FSV);AMSPO-P220;Q16;AMSPO-P220;;;;;;;Martín (given name);Fernández (family name);;;D108-Borondes_Arriba;;D108PB1;;D108P564;;;;;;;;;;;;;;;;D108|D42|D115|D114;;;;;;;;;;;;;;;
Pedro Martínez;Pedro Martínez (P394 in AMSPO FSV);AMSPO-P394;Q16;AMSPO-P394;;;;;;;Pedro (given name);Martínez (family name);;D56P455;;;;;;;;;;;D74P563|D74P224;;;;;;;;;;D15|D30|D74|D28|D56|D63|D114|D53|D51;;;;;;;;;;;;;;;
Juan Alfonso de la Fonte;Juan Alfonso de la Fonte (D9PB2 in AMSPO FSV);AMSPO-D9PB2;Q16;AMSPO-D9PB2;;;;;;;Juan (given name);Alfonso de la Fonte (family name);;;;;;;;;;;;;;;;;;;;;;;D9;;;;;;;;;;;;;;;
Pedro Suárez;Pedro Suárez (P729 in AMSPO FSV);AMSPO-P729;Q16;AMSPO-P729;;;;;;;Pedro (given name);Suárez (family name);D55-Escudero;D23P257|D29P257|D26P257|D55P257|D72P257|D40P257|D42P257|D22P257;D55-Borondes_Arriba|D23-Borondes|D26-Borondes|D42-Borondes|D29-Borondes|D40-Borondes_Arriba;;D26P663|D72P663|D29P663|D40P663|D79P663;;D72P559|D40P559|D26P559;D22P681;;;;;;;;;;;;;;;D55|D79|D59|D40|D29|D72|D26|D42|D23|D22;;;;;;;;;;;;;;;
Juan Rodríguez;Juan Rodríguez (P645 in AMSPO FSV);AMSPO-P645;Q16;AMSPO-P645;;;;;;;Juan (given name);Rodríguez (family name);D127-Orfebre;;;;D127P154|D128P154;;D128P103;D126P5|D128P5|D127P5|D128P21|D126P21|D127P21;;;;;;;;;;;;;;;D128|D127|D126;;;;;;;;;;;;;;;
Alfonso Fernández;Alfonso Fernández (P163 in AMSPO FSV);AMSPO-P163;Q16;AMSPO-P163;;;;;;;Alfonso (given name);Fernández (family name);;;;;D81P240|D47P236;;;;;;;;;;;;;;;;;;D47|D81;;;;;;;;;;;;;;;
Martín Sánchez;Martín Sánchez (D17PB1 in AMSPO FSV);AMSPO-D17PB1;Q16;AMSPO-D17PB1;;;;;;;Martín (given name);Sánchez (family name);;;;D17P385;;;;;;;;;;;;;;;;;;;D17;;;;;;;;;;;;;;;
Fernán Pérez de Vascones;Fernán Pérez de Vascones (P518 in AMSPO FSV);AMSPO-P518;Q16;AMSPO-P518;;;;;;;Fernán (given name);Pérez de Vascones (family name);;D117P423|D99P423|D110P423;;D117P583|D110P583|D99P583;;;;;;;;;;;;;;;;;;;D101|D26|D112|D110|D99|D66|D117|D81|D22;;;;;;;;;;;;;;;
Alfonso Tebiera;Alfonso Tebiera (D78PB1 in AMSPO FSV);AMSPO-D78PB1;Q16;AMSPO-D78PB1;;;;;;;Alfonso (given name);Tebiera (family name);;;;;;;;;;;;;;;;;;;;;;;D78;;;;;;;;;;;;;;;
María Alfonso de Grado;María Alfonso de Grado (P56 in AMSPO FSV);AMSPO-P56;Q16;AMSPO-P56;;;;;;;María (given name);Alfonso de Grado (family name);;;;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Juan Fernández;Juan Fernández (P200 in AMSPO FSV);AMSPO-P200;Q16;AMSPO-P200;;;;;;;Juan (given name);Fernández (family name);;;;D121P158;;;;;;;;;;;;;;;;;;;D93|D121|D127;;;;;;;;;;;;;;;
Alfonso Fernández;Alfonso Fernández (P167 in AMSPO FSV);AMSPO-P167;Q16;AMSPO-P167;;;;;;;Alfonso (given name);Fernández (family name);D72-Escribano;;;;;;;;D72P115;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Pedro Gutiérrez;Pedro Gutiérrez (P332 in AMSPO FSV);AMSPO-P332;Q16;AMSPO-P332;;;;;;;Pedro (given name);Gutiérrez (family name);;;;;;;;;;;;;;;;;;;;;;;D44;;;;;;;;;;;;;;;
Fernán Suárez;Fernán Suárez (P702 in AMSPO FSV);AMSPO-P702;Q16;AMSPO-P702;;;;;;;Fernán (given name);Suárez (family name);D69-Clérigo;;;;D69PB1;;;;;;;;;;;;;;;;;;D69;;;;;;;;;;;;;;;
Marina Suárez;Marina Suárez (P721 in AMSPO FSV);AMSPO-P721;Q16;AMSPO-P721;;;;;;;Marina (given name);Suárez (family name);;;;D10P333|D10P336|D12P331|D19P328|D10P326|D17P324;;;;;;;;;;;;;;;;;;;D11|D17|D10|D12|D19;;;;;;;;;;;;;;;
Martín Pérez;Martín Pérez (P567 in AMSPO FSV);AMSPO-P567;Q16;AMSPO-P567;;;;;;;Martín (given name);Pérez (family name);D28-Criado;;;;;;;;D28PB1;;;;;;;;;;;;;;D28;;;;;;;;;;;;;;;
Fernán García de Valles;Fernán García de Valles (P271 in AMSPO FSV);AMSPO-P271;Q16;AMSPO-P271;;;;;;;Fernán (given name);García de Valles (family name);;;;;;;;;;;;;;;;;;;;;;;D110;;;;;;;;;;;;;;;
Gutier Fernández;Gutier Fernández (P198 in AMSPO FSV);AMSPO-P198;Q16;AMSPO-P198;;;;;;;Gutier (given name);Fernández (family name);D67-Criado del Abad de San Vicente;;;;;;;;;;;;;;;;;;;;;;D72|D67;;;;;;;;;;;;;;;
Marcos Peláez;Marcos Peláez (P457 in AMSPO FSV);AMSPO-P457;Q16;AMSPO-P457;;;;;;;Marcos (given name);Peláez (family name);D25-Capellán de San Miguel de Báscones|D95-Capellán|D100-Capellán;D100P179|D95P179|D101P179;;D100P456|D95P456|D101P456;;;;;;D95-Feligresía_de_San_Miguel_de_Báscones|D100-San_Pedro_Nora|D95-San_Pedro_Nora|D25-Feligresía_de_San_Miguel_de_Báscones|D100-Feligresía_de_San_Miguel_de_Báscones;;;;;;;;;;;;;D100|D95|D101|D25;;;;;;;;;;;;;;;
Juan García;Juan García (P282 in AMSPO FSV);AMSPO-P282;Q16;AMSPO-P282;;;;;;;Juan (given name);García (family name);D16-Escribano|D29-Escribano;;;;;;;;;;;;;;;;;;;;;;D29|D16|D21;;;;;;;;;;;;;;;
Gonzalo Díaz;Gonzalo Díaz (P132 in AMSPO FSV);AMSPO-P132;Q16;AMSPO-P132;;;;;;;Gonzalo (given name);Díaz (family name);D58-Escribano;;;;;;;;;;;;;;;;;;;;;;D58;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P69 in AMSPO FSV);AMSPO-P69;Q16;AMSPO-P69;;;;;;;Pedro (given name);Alfonso (family name);D14-Alfayete|D8-Orfebre;;;;;;;;;;;;;;;;;;;;;;D14|D8;;;;;;;;;;;;;;;
María Alfonso;María Alfonso (P57 in AMSPO FSV);AMSPO-P57;Q16;AMSPO-P57;;;;;;;María (given name);Alfonso (family name);;D38P682;D38-Carames;;;;;;;;;;;;D38P80;;;;;;;;D38;;;;;;;;;;;;;;;
Suer Pérez;Suer Pérez (P600 in AMSPO FSV);AMSPO-P600;Q16;AMSPO-P600;;;;;;;Suer (given name);Pérez (family name);;;;D89P693|D18P696|D13P678|D50P723|D123P716|D88P693|D16P696;;;;D12P607|D7P607|D8P607;;;;;D49P154|D50P154;;;;;;;;;;D24|D16|D49|D89|D123|D7|D18|D50|D13|D48|D3|D12|D5|D8|D4|D88;;;;;;;;;;;;;;;
Alfonso Fernández;Alfonso Fernández (P159 in AMSPO FSV);AMSPO-P159;Q16;AMSPO-P159;;;;;;;Alfonso (given name);Fernández (family name);D73-Especiero;;;;;;;;;;;;;;;;;;;;;;D73;;;;;;;;;;;;;;;
Rodrigo Peláez;Rodrigo Peláez (P459 in AMSPO FSV);AMSPO-P459;Q16;AMSPO-P459;;;;;;;Rodrigo (given name);Peláez (family name);D96-Capellán;;;;;;;;;D96-Sograndio;;;;;;;;;;;;;D96;;;;;;;;;;;;;;;
García Rodríguez;García Rodríguez (P625 in AMSPO FSV);AMSPO-P625;Q16;AMSPO-P625;;;;;;;García (given name);Rodríguez (family name);;;;;;;;;;;;;D43P87|D38P80|D37P80|D35P3|D35P30;;;;;;;;;;D43|D38|D37|D36|D35;;;;;;;;;;;;;;;
Alfonso Andreo;Alfonso Andreo (P117 in AMSPO FSV);AMSPO-P117;Q16;AMSPO-P117;;;;;;;Alfonso (given name);Andreo (family name);D58-Notario;;;;;D62-Notario público del rey en Oviedo|D78-Notario público del rey en Oviedo|D43-Notario público del rey en Oviedo|D57-Notario público del rey en Oviedo|D38-Notario público del rey en Oviedo|D67-Notario público del rey en Oviedo|D35-Notario público del rey en Oviedo|D65-Notario público del rey en Oviedo|D36-Notario público del rey en Oviedo|D37-Notario público del rey en Oviedo|D66-Notario público del rey en Oviedo|D39-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D39|D62|D65|D43|D57|D38|D67|D35|D37|D36|D58|D66|D78;;;;;;;;;;;;;;;
Fernán Alfonso;Fernán Alfonso (P14 in AMSPO FSV);AMSPO-P14;Q16;AMSPO-P14;;;;;;;Fernán (given name);Alfonso (family name);D34-Alfayate|D106-Alfayate|D33-Alfayate;;;;;;;;;;;;;;;;;;;;;;D106|D33|D34;;;;;;;;;;;;;;;
Menen Suárez;Menen Suárez (P723 in AMSPO FSV);AMSPO-P723;Q16;AMSPO-P723;;;;;;;Menen (given name);Suárez (family name);D8-Escudero;D4P714|D44P714|D48P714|D3P714|D50P714;D3-Borondes|D4-Borondes|D8-Borondes|D44-Borondes_Arriba;;D50P600;;;D4P678|D3P678;;;;;;D4P154|D44P154|D8P154;;;;;;;;;D44|D50|D48|D3|D5|D8|D4;;;;;;;;;;;;;;;
Juan Estébanez;Juan Estébanez (P151 in AMSPO FSV);AMSPO-P151;Q16;AMSPO-P151;;;;;;;Juan (given name);Estébanez (family name);;;;;;;;;;;;;;;;;;;;;;;D97;;;;;;;;;;;;;;;
Aldonza Suárez de Borondes;Aldonza Suárez de Borondes (P679 in AMSPO FSV);AMSPO-P679;Q16;AMSPO-P679;;;;;;;Aldonza (given name);Suárez de Borondes (family name);;;D98-Borondes;;;;;;;;;;;;;;;;;;;;D108|D94|D100|D101|D120|D98|D127;;;;;;;;;;;;;;;
Juan Álvarez;Juan Álvarez (P100 in AMSPO FSV);AMSPO-P100;Q16;AMSPO-P100;;;;;;;Juan (given name);Álvarez (family name);;;D111-San_Romano;;D104P691|D97P691|D111P691;;D104P648|D111P648|D97P648;;;;;D97P154|D111P154|D104P154;;;;;;;;;;;D111|D97|D104;;;;;;;;;;;;;;;
Gonzalo Menéndez;Gonzalo Menéndez (P417 in AMSPO FSV);AMSPO-P417;Q16;AMSPO-P417;;;;;;;Gonzalo (given name);Menéndez (family name);;D122P660;;;;;;;;;;;;;;;;;;;;;D122;;;;;;;;;;;;;;;
Pedro Rodríguez de Vega;Pedro Rodríguez de Vega (P652 in AMSPO FSV);AMSPO-P652;Q16;AMSPO-P652;;;;;;;Pedro (given name);Rodríguez de Vega (family name);;;;;;;;;;;;;;;;;;;;;;;D127;;;;;;;;;;;;;;;
Gutier González;Gutier González (P300 in AMSPO FSV);AMSPO-P300;Q16;AMSPO-P300;;;;;;;Gutier (given name);González (family name);;;;;;;;;;;D95-Gutier Bono;;;;;;;;;;;;D95;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (P581 in AMSPO FSV);AMSPO-P581;Q16;AMSPO-P581;;;;;;;Pedro (given name);Pérez (family name);;D92P564;;D56P525|D92P522;;;;;;;;;;;;;;;;;;;D92|D62|D56;;;;;;;;;;;;;;;
Elvira Pérez;Elvira Pérez (P508 in AMSPO FSV);AMSPO-P508;Q16;AMSPO-P508;;;;;;;Elvira (given name);Pérez (family name);;;;;;;D13P607|D7P607|D8P607|D41P607;;;;;;;;;;;;;;;;D7|D13|D41|D12|D8;;;;;;;;;;;;;;;
Suer Alfonso;Suer Alfonso (P83 in AMSPO FSV);AMSPO-P83;Q16;AMSPO-P83;;;;;;;Suer (given name);Alfonso (family name);;;D69-Vega_de_Rodrigo_Abril;;;;D105P142;;;;;;;;;;;;;;;;D74|D79|D69|D105|D42|D78;;;;;;;;;;;;;;;
Adán Fernández de Cuyences;Adán Fernández de Cuyences (P153 in AMSPO FSV);AMSPO-P153;Q16;AMSPO-P153;;;;;;;Adán (given name);Fernández de Cuyences (family name);;;;;;;;;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Alfonso Nicolás;Alfonso Nicolás (P427 in AMSPO FSV);AMSPO-P427;Q16;AMSPO-P427;;;;;;;Alfonso (given name);Nicolás (family name);;;;;;;;;;;;;;;;;;;;;;;D4;;;;;;;;;;;;;;;
María Pérez;María Pérez (P560 in AMSPO FSV);AMSPO-P560;Q16;AMSPO-P560;;;;;;;María (given name);Pérez (family name);;D27P362|D112P362|D106P362;;D106P512|D112P512;;;;;;;;;;;;;;;;;;;D106|D27|D112|D54;;;;;;;;;;;;;;;
Alfonso Fernández;Alfonso Fernández (P160 in AMSPO FSV);AMSPO-P160;Q16;AMSPO-P160;;;;;;;Alfonso (given name);Fernández (family name);D22-Zapatero;;;;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Fernán Fernández de Socastiello;Fernán Fernández de Socastiello (P184 in AMSPO FSV);AMSPO-P184;Q16;AMSPO-P184;;;;;;;Fernán (given name);Fernández de Socastiello (family name);;;;;;;;;;;;;;;;;;;;;;;D97;;;;;;;;;;;;;;;
Fernán García;Fernán García (P268 in AMSPO FSV);AMSPO-P268;Q16;AMSPO-P268;;;;;;;Fernán (given name);García (family name);;D105P142|D93P142|D102P142;;D102P157|D93P157;;;;;;;;;;;;;;;;;;;D102|D105|D93|D123;;;;;;;;;;;;;;;
Sancha Rodríguez;Sancha Rodríguez (P659 in AMSPO FSV);AMSPO-P659;Q16;AMSPO-P659;;;;;;;Sancha (given name);Rodríguez (family name);;D16P696|D18P696|D11P696|D9P696;;;;;;;;;;;;;;;;;;;;;D16|D18|D11|D9;;;;;;;;;;;;;;;
Menen Fernández;Menen Fernández (P225 in AMSPO FSV);AMSPO-P225;Q16;AMSPO-P225;;;;;;;Menen (given name);Fernández (family name);;;;;;;;;;;;;;;;;;;;;;;D106|D101|D87|D78;;;;;;;;;;;;;;;
Juan Pérez;Juan Pérez (P543 in AMSPO FSV);AMSPO-P543;Q16;AMSPO-P543;;;;;;;Juan (given name);Pérez (family name);D31-Escribano|D30-Escribano|D32-Escribano|D11-Escribano|D19-Escribano|D20-Escribano|D17-Escribano|D34-Escribano|D23-Escribano|D18-Escribano|D16-Escribano|D33-Escribano|D51-Escribano|D65-Escribano|D57-Notario|D6-Escribano;;;;;;;;;;;;;;;;;;;;;;D20|D30|D65|D16|D18|D21|D34|D11|D17|D57|D32|D23|D31|D33|D6|D19|D51;;;;;;;;;;;;;;;
Suer Fernández;Suer Fernández (P253 in AMSPO FSV);AMSPO-P253;Q16;AMSPO-P253;;;;;;;Suer (given name);Fernández (family name);D107-Monje del monasterio de San Vicente de Oviedo;;;;;;;;;D107-Oviedo;;;;;;;;;;;;;D107;;;;;;;;;;;;;;;
Pedro Fernández;Pedro Fernández (P238 in AMSPO FSV);AMSPO-P238;Q16;AMSPO-P238;;;;;;;Pedro (given name);Fernández (family name);D12-Monje del Monasterio de San Vicente;;;;;;;;;D12-Oviedo;;;;;;;;;;;;;D12;;;;;;;;;;;;;;;
Diego Álvarez de Borondes;Diego Álvarez de Borondes (P93 in AMSPO FSV);AMSPO-P93;Q16;AMSPO-P93;;;;;;;Diego (given name);Álvarez de Borondes (family name);;D119P718;;D119P144|D88P143;;;;;;;;;;;;;;;;;;;D76|D60|D121|D115|D42|D119|D45|D31|D33|D88|D75|D120;;;;;;;;;;;;;;;
Mayor Fernández;Mayor Fernández (P223 in AMSPO FSV);AMSPO-P223;Q16;AMSPO-P223;;;;;;;Mayor (given name);Fernández (family name);;D73P538|D59P538|D78P538|D90P538|D77P538|D21P538|D57P538|D74P538;;;;;;;;;;;;;;;;;;;;;D74|D59|D57|D21|D77|D90|D73|D78;;;;;;;;;;;;;;;
Pedro Alfonso;Pedro Alfonso (P66 in AMSPO FSV);AMSPO-P66;Q16;AMSPO-P66;;;;;;;Pedro (given name);Alfonso (family name);;;;D124P75;;;;;;;;;;;;;;;;;;;D114|D124|D120;;;;;;;;;;;;;;;
Suer Rodríguez;Suer Rodríguez (P662 in AMSPO FSV);AMSPO-P662;Q16;AMSPO-P662;;;;;;;Suer (given name);Rodríguez (family name);D3-Escribano;;;;;;;;;;;;;;;;;;;;;;D3|D4;;;;;;;;;;;;;;;
Juan Ponz;Juan Ponz (P608 in AMSPO FSV);AMSPO-P608;Q16;AMSPO-P608;;;;;;;Juan (given name);Ponz (family name);D72-Cocinero;;;;;;;;;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Juan Pérez;Juan Pérez (P538 in AMSPO FSV);AMSPO-P538;Q16;AMSPO-P538;;;;;;;Juan (given name);Pérez (family name);;D73P223|D77P223|D78P223|D21P223|D59P223|D57P223|D74P223|D90P223;D21-Borondes;D74P224|D74P563|D57P224|D59P224|D57P563|D78P224|D77P224|D73P563|D73P224|D76P224|D59P563|D90P224;;;;;;;;;;;;;;;;;;;D55|D74|D59|D76|D57|D21|D60|D77|D90|D73|D78;;;;;;;;;;;;;;;
Alfonso Rodríguez Lagaña;Alfonso Rodríguez Lagaña (P615 in AMSPO FSV);AMSPO-P615;Q16;AMSPO-P615;;;;;;;Alfonso (given name);Rodríguez Lagaña (family name);;;;;;;;;;;;;;;;;;;;;;;D41|D17;;;;;;;;;;;;;;;
Gutier Fernández;Gutier Fernández (P199 in AMSPO FSV);AMSPO-P199;Q16;AMSPO-P199;;;;;;;Gutier (given name);Fernández (family name);D89-Monje del monasterio de San Vicente de Oviedo;;;;;;;;;D89-Oviedo;;;;;;;;;;;;;D89;;;;;;;;;;;;;;;
Diego Juanes de la Ferrería;Diego Juanes de la Ferrería (P350 in AMSPO FSV);AMSPO-P350;Q16;AMSPO-P350;;;;;;;Diego (given name);Juanes de la Ferrería (family name);D71-Mercader|D25-Mercader;;;;;;;;;;;;;;;;;;;;;;D71|D25;;;;;;;;;;;;;;;
Pedro Martínez de Borondes;Pedro Martínez de Borondes (P398 in AMSPO FSV);AMSPO-P398;Q16;AMSPO-P398;;;;;;;Pedro (given name);Martínez de Borondes (family name);;;;;;;;;;;;;;;;;;;;;;;D57;;;;;;;;;;;;;;;
Teresa Díaz;Teresa Díaz (P141 in AMSPO FSV);AMSPO-P141;Q16;AMSPO-P141;;;;;;;Teresa (given name);Díaz (family name);;D115P478;;D115P84;;;;;;;;;;;;;;;;;;;D115;;;;;;;;;;;;;;;
María Peláez;María Peláez (P455 in AMSPO FSV);AMSPO-P455;Q16;AMSPO-P455;;;;;;;María (given name);Peláez (family name);;D56P394;;;;;;;;;;;D74P563|D74P224;;;;;;;;;;D74|D56;;;;;;;;;;;;;;;
Gutier Alfonso;Gutier Alfonso (P35 in AMSPO FSV);AMSPO-P35;Q16;AMSPO-P35;;;;;;;Gutier (given name);Alfonso (family name);;;;D19P328|D17P324|D12P331;;;;;;;;;;;;;;;;;;;D12|D19|D17;;;;;;;;;;;;;;;
Luis Álvarez;Luis Álvarez (P101 in AMSPO FSV);AMSPO-P101;Q16;AMSPO-P101;;;;;;;Luis (given name);Álvarez (family name);;;;;;;;;;;;;;;;;;;;;;;D109|D113;;;;;;;;;;;;;;;
Pedro Martínez;Pedro Martínez (P397 in AMSPO FSV);AMSPO-P397;Q16;AMSPO-P397;;;;;;;Pedro (given name);Martínez (family name);D120-Carpintero;;;;;;;;;;;;;;;;;;;;;;D120;;;;;;;;;;;;;;;
García Pérez de Borondes;García Pérez de Borondes (P522 in AMSPO FSV);AMSPO-P522;Q16;AMSPO-P522;;;;;;;García (given name);Pérez de Borondes (family name);;;D92-Borondes_Arriba|D86-Borondes;;D92P581;;D92P564;;;;;;;;;;;;;;;;D92|D59|D47|D63|D57|D77|D68|D86;;;;;;;;;;;;;;;
Alfonso Pérez de Vascones;Alfonso Pérez de Vascones (P483 in AMSPO FSV);AMSPO-P483;Q16;AMSPO-P483;;;;;;;Alfonso (given name);Pérez de Vascones (family name);;;;;;;;;;;;;;;;;;;;;;;D117|D64;;;;;;;;;;;;;;;
María Álvarez;María Álvarez (P107 in AMSPO FSV);AMSPO-P107;Q16;AMSPO-P107;;;;;;;María (given name);Álvarez (family name);;D5P726;;D65P493|D58P493|D61P448;;;;;;;;;;;;;;;;;;;D61|D5|D58|D65;;;;;;;;;;;;;;;
María Suárez;María Suárez (P717 in AMSPO FSV);AMSPO-P717;Q16;AMSPO-P717;;;;;;;María (given name);Suárez (family name);;D109P188|D113P188|D118P188;;;D109P86|D113P86|D118P86;;D118P536|D109P536|D113P536;;;;;;;;;;;;;;;;D113|D118|D109;;;;;;;;;;;;;;;
Urraca Fernández;Urraca Fernández (P256 in AMSPO FSV);AMSPO-P256;Q16;AMSPO-P256;;;;;;;Urraca (given name);Fernández (family name);;D126P320|D107P320|D120P320|D114P320;;D114P697|D126P697|D107P697|D120P697;;;;;;;;;;;;;;;;;;;D107|D114|D120|D126;;;;;;;;;;;;;;;
Gutier Álvarez de Petenno;Gutier Álvarez de Petenno (P96 in AMSPO FSV);AMSPO-P96;Q16;AMSPO-P96;;;;;;;Gutier (given name);Álvarez de Petenno (family name);;;;;;;;;;;;;;;;;;;;;;;D86|D114|D101|D85;;;;;;;;;;;;;;;
Urraca Pérez;Urraca Pérez (P607 in AMSPO FSV);AMSPO-P607;Q16;AMSPO-P607;;;;;;;Urraca (given name);Pérez (family name);;D62P81;D41-Piñera;D8P508|D13P508|D7P508|D41P508;;;;D7P600|D12P600|D8P600;;;;;;;;;;;;;;;D62|D7|D13|D41|D12|D8;;;;;;;;;;;;;;;
Rodrigo García;Rodrigo García (D85PB1 in AMSPO FSV);AMSPO-D85PB1;Q16;AMSPO-D85PB1;;;;;;;Rodrigo (given name);García (family name);;;;D85P628;;;;;;;;;;;;;;;;;;;D85;;;;;;;;;;;;;;;
Álvaro Pérez;Álvaro Pérez (P489 in AMSPO FSV);AMSPO-P489;Q16;AMSPO-P489;;;;;;;Álvaro (given name);Pérez (family name);;;;;;;;;;;;;;;;;;;;;;;D114;;;;;;;;;;;;;;;
Suer Martínez de Quintana;Suer Martínez de Quintana (P409 in AMSPO FSV);AMSPO-P409;Q16;AMSPO-P409;;;;;;;Suer (given name);Martínez de Quintana (family name);;D53P168;;D53P714;;;;;;;;;;;;;;;;;;;D53;;;;;;;;;;;;;;;
Pedro Martínez;Pedro Martínez (P396 in AMSPO FSV);AMSPO-P396;Q16;AMSPO-P396;;;;;;;Pedro (given name);Martínez (family name);D101-Canónigo;;;;;;;;;;;;;;;;;;;;;;D101;;;;;;;;;;;;;;;
